GDP_Growth,Inflation,Interest_Rate,Unemployment_Rate,Market_Return,FX_Rate,Oil_Price,Portfolio_Exposure,Market_Volatility,Stress_Level
4.331586504129518,4.133137496871058,6.6935783260857065,8.141386910034619,,88.05300890437982,87.05960044135837,101244,21.23443659149922,
3.7152789743984056,5.202743873969904,4.170216699299373,5.974249615297179,0.9382291308985563,81.43066564704242,87.22986832552472,95413,,1
1.4545997078887318,2.9752470329547163,6.28885925878533,7.55156484597676,6.225925137730632,81.44232015450133,97.58472924542782,43803,19.173247085202206,?
2.991616150071478,4.160399162942559,6.65317558276687,6.221436915761375,0.2739954014505134,86.70203017130547,74.46890659186177,-5000,18.70380323486766,?
3.6213359738904805,2.869524712860659,3.547583795816113,8.297058830083426,6.644016892489111,86.73515605712606,73.9397092362262,67906,21.41237666068242,
,2.0587003189775723,6.65240591189005,6.951142922026785,-8.026734305815873,84.73362904228958,81.90472614446462,21956,16.554463916079854,
3.2655115856921197,4.986597816897998,8.096729078740307,9.616974309033676,-1.522000330978909,77.13954560332652,86.40702080479602,43296,23.762688427364292,2
3.1085485257149696,4.02822736729912,,12.32515494766221,7.52927904116858,84.12624495914595,67.42797227867497,107694,20.668028784577533,?
3.004291430934033,3.177632402169335,4.662822896949537,7.6854527975242,-0.4832710087894392,82.9817159329606,79.40297398718468,80825,27.810747872711286,2
2.825399789407059,2.4134482391521512,5.134659987768827,8.745260330825811,-7.325053532482827,83.00795121635934,75.07136980511235,113008,37.21583133396698,2
3.433026189953598,3.5985271806282793,5.887576697802019,7.754794010854106,-6.93555651042155,?,94.65512690043697,60497,15.815879137137628,0
4.2030373738122115,5.342179284255025,5.217335327721014,5.986681237825231,-4.544039109349772,78.16759932716668,95.92964290667986,44646,13.289843824794279,1
15.0,4.402469093488447,1.1933979835055544,7.9660322596369415,-7.87434843986436,89.29867582308906,80.49792365162719,51701,14.642273079427365,2
4.028274077982704,3.6272385835631327,8.194066489002756,8.953812061373604,2.9720910445114654,75.28021846966264,90.20981928071207,68431,19.795099810017202,
3.22863013012466,3.327976563531654,5.299646067697373,8.693682572396433,-16.890367846615696,77.54236431042568,60.637967122002664,49010,18.72037601931467,0
3.4451376128303477,4.105812082795755,5.731470448700442,-2.0,-4.928269813539269,82.23660410754253,75.71613840115825,82144,13.033352226978295,2
1.8633977881689558,2.452694609082471,7.387121451767883,6.690956450549464,-8.343903481183535,80.7371948993336,66.29163708895243,43070,20.931660243234177,0
3.1351368784486353,5.3448065106282305,6.352867147493361,10.660294300360091,-8.239456037765141,83.88172850063756,77.92272386833962,28129,5.5719438783461825,?
4.484537001836582,4.503189181636489,5.2670876166769425,8.858222591086705,-3.417310159798741,85.1055696183242,88.74976427545839,49079,10.723847324137305,
1.920195114214724,5.194350602463246,5.8605276876148675,9.7650749734428,-7.40960026482615,77.74150558403292,74.23029682174752,115089,15.602098527463372,
1.022271719342093,,6.803102073342391,5.69547728291571,2.8655859014246277,81.26956424808729,80.0421672451923,68049,21.11985868640115,
1.2566277041010927,4.854828756312668,6.826267051662832,9.845706690501745,-4.736874839479232,82.84579143647854,99.69044194304239,63247,16.717318982166468,1
3.266070164000551,4.687904725661524,5.7127169197511245,4.082311247382419,-3.313411659467273,76.6690989659252,85.11877661449282,23871,16.948976549184785,
5.384967330711097,2.466931281709818,7.192046441587644,7.955297888527919,5.025821522614801,81.16972029989655,107.93165761731143,30609,42.52133545967783,0
4.123691253409423,4.148960700976888,7.177644748588794,7.058801588209449,1.6363069011965115,81.96868313770055,79.22388304069176,39367,26.86539890467741,?
4.672622213307828,4.315111168221667,5.268413374579239,7.323625572299509,0.7575328535457189,83.46106496522742,61.54673633761024,33907,19.951327358091692,
3.0991492158352436,3.425082335947554,4.491202702747772,6.178152796468422,-0.1551505301887031,80.3998880685286,84.98539066639559,62459,19.86289691192108,0
4.397996377093575,3.6398288655705477,6.49136304835785,8.861671269326774,-6.7460533221051024,86.53010194852921,77.67798372084025,47394,11.804902591137822,?
2.728752012034219,4.436185296532739,6.86857267527129,8.076537296669011,1.8094367336352,81.60553482951819,65.72330304993181,112058,24.835176018812156,2
3.6132041848596392,3.962082117986966,5.310111678156294,7.390385592234381,12.711548613835792,81.1559112270179,71.19712273679103,47448,18.61878972278138,
2.7326828113264314,2.9952836474739044,5.346276129196448,11.131251436283875,-1.5777968232562758,75.67904909980622,62.23995586176942,80565,31.615822027803013,2
2.450690985894521,4.591453086630322,6.804402827621363,9.084104828583673,-6.020327662114431,78.28134310431061,100.5852735957388,38034,22.180405807983398,2
3.1327082957599512,4.227817363845208,6.235522475176158,7.366636835744147,-9.106777351026759,79.60838556330482,64.20747663086215,37892,25.754997110616472,
2.523857985072663,18.0,8.038183708474943,6.977023007463721,-11.531969421636832,76.26811734667035,99.14100729300048,108307,10.656588277768845,?
4.308473080863478,4.095763236737718,6.773017867696787,3.0257917012276625,-2.0600714933567343,80.13216572694884,76.50851875571246,99426,19.477428882536984,0
3.195013279233093,4.449021730693823,9.57618693455083,5.718335414958604,-3.2421859881426114,78.42342092053536,81.06141721422388,101938,33.456238917194646,0
3.400209988252348,3.713997992340346,6.793785401714731,6.037210896742491,6.271017030466735,68.7293237907943,83.31100821506853,53806,31.761650339029988,
2.662367662914469,3.13724170060299,4.655784245295599,5.378176378746515,-0.47961142281487856,85.58111833412028,90.11905840445473,35740,18.7628972307605,2
4.256472263755155,3.2581751612295924,5.703284823919259,6.782252909407132,3.9683697875150186,86.79851759011196,62.83184417576959,32662,11.72277326324085,
2.268030497998792,5.105575136158065,5.856786252228962,10.641561307414428,3.7403304679315807,83.52641840656482,81.68431969098278,62359,11.568228692839336,?
3.660231551226313,1.9822813473255834,3.4793311214902802,8.028139889237224,7.191610984951014,82.36069145578013,59.50389473171805,20439,7.724049183281039,1
2.6491281085601286,4.540540713101263,7.01506229324147,6.530665076765928,-1.8526848827860949,81.850205521652,84.09693325529159,69008,28.73286009825221,
2.060566640237449,2.5577011173853808,6.091091735318098,4.828842723053848,5.821007933229866,72.66730387740381,73.85946838385902,59968,33.6057874947838,2
2.5106627831153485,2.3911496371618832,5.965438217440128,8.90349192822997,2.7062772804802018,81.73220166330377,77.05291001199085,72522,22.316685475296218,?
2.1954088577300457,2.993431438203991,5.170022358605304,6.53921557341076,-6.3762403256159175,76.18756358902098,92.41652189539963,97463,17.708127505987136,?
2.787302361289488,3.742466375198534,4.340815145575686,10.739975648866375,-6.150852219991256,78.1140837116555,61.79455873957248,77993,22.33274349454617,2
2.6608597539365655,4.73050744713953,5.674297658415189,7.315449954418219,2.517684143831893,76.4096468691067,79.36496431230424,26176,16.801724942991267,2
3.312169936313222,2.3015985088380866,4.6868664347941085,9.867273052472665,-1.891993677493816,82.34356834779068,84.80567462955055,93548,26.451861344695175,0
3.5651526696566274,5.6740755455912115,6.016172143497946,7.9452788571485415,-13.264526470316405,92.6027595235772,82.04832588416224,110945,32.97718386077003,?
2.85257974227298,5.163723700168369,4.640629768914233,7.151317839827696,1.540739010117088,80.06032094144165,99.83241586238749,57447,21.086184325173082,0
2.9740946631838137,3.8674264073484945,3.8763701838759195,7.25228973313156,1.5631761313088566,87.48039690466324,,61299,12.824291171697029,1
3.289094203803935,3.709754191387536,6.142062466882996,8.251163884096151,1.1890794862589629,83.81880466007351,69.17381392824134,94827,18.766059209847036,?
2.460120928667299,3.0464675823835266,6.29070091580925,6.946154721305627,9.155112240962978,88.31421310654258,75.75079283475313,110268,26.19138332050806,1
3.7081600199266034,4.588040593808861,6.814852628467737,3.865103987557648,-2.389633521558264,86.78472028204783,78.23558077283118,75864,16.925519772866547,2
3.8422247383826558,4.068801470742233,6.084503669066354,3.230299655299045,-9.218371252631783,74.64330168513254,90.067827942143,49461,24.673220411284355,2
3.203580797327479,5.4120643044236445,8.198482507629356,5.564975567996909,3.8048943886798767,86.43752526712038,88.28614830752721,52062,11.743500348119873,2
5.394703664884535,3.3137843851208855,5.0460461826257434,5.364127247697066,0.9294168353387586,84.19271005267679,83.31591234664783,55306,11.727845001538258,0
3.917458937510429,4.547943926840666,7.664257842688141,7.418742178724862,3.6040606642074935,77.39311801675984,84.66090638925884,118093,21.312766796187066,0
2.88772752880584,3.963617462197785,4.511051273760537,6.7387581544558195,3.8837129147432914,83.63886158530487,83.45375753283113,37369,21.178689822089147,0
2.63781955285776,3.1529837469551465,4.97648778970681,7.9859704095603,0.8973864308824672,76.2880499577718,84.08936200064524,95612,14.756660245378477,2
2.7678177440559093,5.902304041632004,5.386096199084088,6.554467858995567,-3.308055408395085,82.78357328770743,83.41453301990722,79039,7.954718289039839,
2.498271100405133,4.279605392180011,5.628787090398567,8.123744929935937,-0.3930144732774513,86.63281009326371,99.60516650899775,41332,28.791828679938753,0
4.128785153109877,4.620254501513469,8.291776679097566,7.676118689423767,-0.9487003778123485,82.95741172524204,90.48476260904489,53073,21.709218606511886,0
2.3021899695282855,2.9314322915321167,5.025842443639326,9.207745806485969,-2.7378910749667176,77.17145078807548,89.360882629685,45667,14.688913093428692,2
2.9188778161830538,3.2773792664938814,4.096476710850634,5.199400878308921,0.9412326774930806,80.80987920987698,87.03271070870923,80037,11.10069298390816,1
2.4707039190005116,4.084139555391751,7.132314106089811,3.1979725282578704,-0.7187686051856739,83.39258178145491,87.9620261200055,34729,19.119216774858295,2
4.046182856808264,3.415544843374632,5.964137336098919,5.758291336057573,0.29245626308209444,85.27314732445444,65.73291157521207,86826,15.423575017860056,?
1.5814439707766053,4.6020222707537135,3.6636862919535083,8.456986929249632,-6.541071499209252,82.8020027856248,85.12802797795482,101457,22.79788285243072,?
2.6375008168443594,4.438365239169691,6.5195273649207826,5.683119569435269,-1.713813881735403,80.5378417287548,71.59539600217833,95185,17.022392285082724,
2.8780943088381115,3.217656805688662,7.413546746185216,6.041930868814837,-6.879191254757978,79.78334391772601,98.2761020754941,70270,26.703006031051732,?
3.319356421091224,4.192935984169127,5.421784774940926,4.421750597412503,-6.350990926299478,83.92681935734433,82.32796346406354,27820,26.837517315458896,
3.4609029016717185,4.004024911987938,8.34031317145085,5.0516008154837255,8.26079005133787,88.53801069791248,82.99175395155227,81164,24.978165316903397,0
2.784210107669478,3.8359247093226,8.31774263987529,6.611794935579889,-6.101095555337481,84.80824540638365,96.21097722610864,110514,17.856633936964727,?
3.989072457499439,2.8511877355921396,4.962468518813152,3.5065283150085236,2.9135986223323393,79.42693378739449,71.63699057420622,26309,22.061247213403547,?
3.314753778811734,3.1644914960297488,7.296777708190424,6.698045895898362,-10.104464417466437,86.96444944111215,66.25715062351556,79676,18.440644752137093,?
5.467651056434603,4.210450728379387,2.8533121900893823,7.03584638178781,-0.6213810227212311,81.61034672664903,84.23824557463014,49691,19.23313025613827,?
1.4916785128367842,5.01398463074969,6.255442042212885,6.603358993117032,6.2573502765578155,87.97815044052263,85.0240580745384,75448,20.65086496722182,?
3.6206006630086134,3.0298021770237575,4.86325552147362,7.249292322921546,4.70913440762588,81.7015213483422,86.11422811459214,50651,24.491746819525574,2
1.9548674624855624,5.217181559143887,7.451715624226789,5.672498150676896,-4.448935409277657,86.37410651550296,77.21025647065623,29640,24.828316279442927,0
2.201991182327756,4.18264737856905,4.688212432961402,9.563147681269394,4.762447489329577,80.75804204536304,83.36971867490841,25255,17.693587622393636,2
4.985084591425731,2.730180408197117,7.541760585100244,8.584478966534437,-2.2344944745894706,81.42010193238576,74.66896571166082,83615,21.448063664525673,1
4.744814148339302,4.323389929721666,4.79566555734297,5.417796093803812,-5.803956537669606,87.76590350425758,65.98422657088125,38815,18.983637859480137,?
1.143814519388852,4.885774857604897,5.357544888480472,6.846789986561321,-7.246015442725673,76.90533961518844,87.22504401117887,42507,15.158497070463078,2
